engine,tier,prompt_idx,ttft_ms,tpot_ms,e2e_ms,per_token_ms,tokens_per_sec,requests_per_sec,peak_vram_mb,acceptance_rate,status
spec_k4,short,2,31.2624704092741,76.48291951995724,3778.9255268871784,"[161.29975579679012, 0.04913844168186188, 0.043975189328193665, 0.04303641617298126, 131.92656636238098, 163.07037696242332, 162.0349157601595, 162.07343712449074, 161.78631596267223, 0.0489652156829834, 0.04457496106624603, 0.04239194095134735, 131.7498628050089, 0.04953332245349884, 0.04451163113117218, 0.04323013126850128, 132.73807428777218, 0.05091913044452667, 0.04563666880130768, 0.043587759137153625, 132.51315243542194, 163.22960332036018, 0.04941970109939575, 162.07589581608772, 161.99146211147308, 0.04907138645648956, 162.212822586298, 0.05065836012363434, 0.04474818706512451, 162.19021007418633, 0.05237385630607605, 162.35050559043884, 0.04973262548446655, 163.11519406735897, 0.049462541937828064, 0.045083463191986084, 0.04373118281364441, 132.79247656464577, 0.05039013922214508, 162.4684613198042, 162.31354512274265, 162.08443231880665, 162.19638288021088, 0.05044788122177124, 163.06649707257748, 0.0497233122587204, 162.94907592236996, 0.04984624683856964, 162.2498445212841]",13.231274245615154,,3928.89990234375,0.3229166666666667,SUCCESS
spec_k4,medium,0,74.96325857937336,77.57565097845331,3876.1701565235853,"[260.1802218705416, 0.04941225051879883, 0.04512816667556763, 197.747603058815, 200.28063841164112, 0.05039013922214508, 0.043997541069984436, 0.04340335726737976, 170.37484981119633, 0.04834495484828949, 200.28766058385372, 0.049719586968421936, 0.04359893500804901, 200.24213753640652, 0.04982948303222656, 200.44025592505932, 0.049989670515060425, 0.04527159035205841, 0.04375167191028595, 172.1512284129858, 0.04947930574417114, 0.045165419578552246, 0.0433456152677536, 171.64720594882965, 201.39651373028755, 0.04853866994380951, 0.0444166362285614, 0.04298798739910126, 201.8013633787632, 0.05017220973968506, 202.3009955883026, 0.0498257577419281, 202.9657270759344, 202.6966754347086, 0.050028786063194275, 0.04521571099758148, 202.51678489148617, 0.04970654845237732, 202.53178291022778, 0.05066767334938049, 0.044519081711769104, 0.0432133674621582, 203.03043723106384, 0.04883483052253723, 203.7024162709713, 0.05038455128669739, 0.048434361815452576, 203.49426940083504, 0.05035661160945892]",12.899330519804481,,4135.845703125,0.4473684210526316,SUCCESS
spec_k4,medium,1,74.94930736720562,77.02888939909789,3849.3648879230022,"[259.8181124776602, 0.05054846405982971, 0.04555843770503998, 199.6724884957075, 0.04921667277812958, 0.044304877519607544, 0.04277750849723816, 170.31238041818142, 0.05321204662322998, 0.04556402564048767, 201.59239508211613, 0.05011819303035736, 200.67436434328556, 0.04981085658073425, 200.5447167903185, 0.06887875497341156, 0.05890056490898132, 0.04306435585021973, 201.14857144653797, 201.06996037065983, 0.05204044282436371, 0.04521198570728302, 0.043818727135658264, 172.11179807782173, 201.70029439032078, 0.05009956657886505, 0.044560059905052185, 0.042416155338287354, 171.68758250772953, 0.049073249101638794, 0.04447437822818756, 201.63773000240326, 202.32960768043995, 0.0494346022605896, 202.89076678454876, 0.05042366683483124, 0.04464760422706604, 0.04299730062484741, 172.60701023042202, 0.050825998187065125, 0.04507787525653839, 202.98338122665882, 0.05325488746166229, 0.04630535840988159, 203.0715998262167, 0.04918314516544342, 0.04482083022594452, 203.27585190534592, 203.8363479077816]",12.989155732383283,,4135.859375,0.4605263157894737,SUCCESS
spec_k4,medium,2,74.98092390596867,88.76383806369742,4424.4089890271425,"[260.161817073822, 199.51671361923218, 0.0496450811624527, 0.04404783248901367, 0.04299543797969818, 170.29861360788345, 201.10471546649933, 0.04979036748409271, 0.04903040826320648, 0.04392676055431366, 171.05772532522678, 0.049835070967674255, 0.04454702138900757, 0.04296749830245972, 170.8411257714033, 0.04990212619304657, 201.15682110190392, 0.050673261284828186, 200.7296159863472, 201.2387029826641, 0.049289315938949585, 0.045262277126312256, 0.04390813410282135, 171.6720052063465, 0.04978477954864502, 0.04415959119796753, 0.042246654629707336, 171.87152430415154, 0.049641355872154236, 201.7428670078516, 201.9244935363531, 202.2636290639639, 203.08024436235428, 202.26780697703362, 0.04904158413410187, 202.235396951437, 201.9596192985773, 0.04928559064865112, 0.04457496106624603, 0.04318729043006897, 202.9087245464325, 0.04997849464416504, 0.044461339712142944, 0.04375167191028595, 203.39130237698555, 203.34469340741634, 0.05028955638408661, 203.39298248291016, 0.05070120096206665]",11.300944402744785,,4135.859375,0.375,SUCCESS
spec_k4,long,0,563.5570790618658,303.35019528865814,15427.716648206115,"[1389.5706050097942, 0.05018897354602814, 0.045239925384521484, 0.04323199391365051, 897.1880543977022, 0.04906952381134033, 0.04474632441997528, 0.04344619810581207, 898.700911551714, 0.05014054477214813, 0.044519081711769104, 0.04830397665500641, 899.8363167047501, 0.050045549869537354, 0.044889748096466064, 903.3216163516045, 0.050265341997146606, 902.2094383835793, 0.05038455128669739, 0.04494376480579376, 0.044403597712516785, 871.509900316596, 903.1934421509504, 0.04949793219566345, 0.04443526268005371, 0.04301592707633972, 903.4246262162924, 0.052073970437049866, 0.046778470277786255, 0.042632222175598145, 905.4167289286852, 0.04976615309715271, 0.04522502422332764, 906.0674402862787, 0.049348920583724976, 908.3215557038784, 907.1683157235384, 0.048957765102386475, 0.04448741674423218, 0.043336302042007446, 878.810815513134, 0.049816444516181946, 0.04571489989757538, 0.04404783248901367, 909.8210278898478, 0.05056522786617279, 0.04484504461288452, 0.044366344809532166, 878.0560437589884]",3.2409202956040706,,6190.75830078125,0.578125,SUCCESS
spec_k4,long,1,559.8540771752596,412.701244180908,20782.215042039752,"[1388.9152649790049, 0.04949048161506653, 0.0459570437669754, 0.04338100552558899, 867.0437000691891, 896.6421652585268, 0.049540773034095764, 899.2933332920074, 897.6753801107407, 897.0960080623627, 0.04883483052253723, 900.1438580453396, 0.0500064343214035, 901.1376053094864, 900.2692885696888, 0.04903972148895264, 901.5920180827379, 0.049173831939697266, 0.04438869655132294, 902.4350065737963, 0.048683956265449524, 0.04400312900543213, 0.04284270107746124, 904.6082813292742, 0.05405209958553314, 0.045944005250930786, 903.713520616293, 905.3170178085566, 0.04906952381134033, 0.04451163113117218, 0.043764710426330566, 877.7102753520012, 0.05423650145530701, 0.04573352634906769, 0.04396587610244751, 876.507118344307, 0.050555914640426636, 0.043762847781181335, 0.04305504262447357, 879.0767323225737, 908.9526757597923, 909.1229438781738, 0.049870461225509644, 910.1119171828032, 0.05006417632102966, 0.04482455551624298, 0.04338473081588745, 882.2428099811077, 911.4819057285786]",2.405903311983656,,6187.33447265625,0.375,SUCCESS
spec_k4,long,2,559.4308972358704,338.27527027044977,17134.91914048791,"[1389.5534239709377, 0.05022808909416199, 0.0456441193819046, 896.5060841292143, 896.3123857975006, 0.05005486309528351, 0.044075772166252136, 0.04396587610244751, 866.1550432443619, 898.8467529416084, 0.05027465522289276, 0.044250860810279846, 0.042844563722610474, 870.2291902154684, 0.0499580055475235, 0.044092535972595215, 0.04266761243343353, 871.939392760396, 0.05091354250907898, 0.044871121644973755, 0.04340335726737976, 871.3053464889526, 0.050535425543785095, 0.045239925384521484, 904.5775532722473, 0.05046278238296509, 0.04970468580722809, 0.04324875771999359, 904.1288401931524, 0.05023926496505737, 905.0174094736576, 907.6990466564894, 0.05371496081352234, 0.04526413977146149, 0.04278495907783508, 877.4849828332663, 907.2371535003185, 0.04983879625797272, 0.04476867616176605, 910.2672506123781, 908.2241281867027, 908.649506047368, 0.04965439438819885, 0.04341639578342438, 0.04226714372634888, 879.9102213233709, 0.049114227294921875, 0.044366344809532166, 0.0426657497882843]",2.91801785523782,,6186.654296875,0.5277777777777778,SUCCESS
spec_k8,short,0,31.223930418491364,62.23011807519563,3080.499716103077,"[258.96725058555603, 258.775794878602, 258.0190021544695, 0.04953332245349884, 0.044656917452812195, 258.4627717733383, 0.05052238702774048, 0.04485622048377991, 0.04453398287296295, 0.042751431465148926, 0.04338845610618591, 259.71249490976334, 0.04887767136096954, 0.04424527287483215, 0.04497915506362915, 258.7083149701357, 258.0367736518383, 0.0509507954120636, 0.04475004971027374, 0.04364922642707825, 0.043608248233795166, 259.0364087373018, 0.05001947283744812, 0.04536844789981842, 0.04418008029460907, 0.04252418875694275, 260.27187146246433, 0.05067512392997742, 0.04558824002742767, 0.04396028816699982, 0.04361569881439209, 0.04347413778305054, 259.12100076675415, 0.050012022256851196, 0.04480220377445221, 0.044170767068862915, 0.04293769598007202, 0.04295259714126587, 0.042906031012535095, 0.043097883462905884, 229.2052824050188, 0.04962831735610962, 0.04421547055244446, 0.043019652366638184, 0.04392862319946289, 0.04213117063045502, 0.04202499985694885, 0.04394352436065674, 229.28833961486816]",16.231132805703187,,3930.18212890625,0.4166666666666667,SUCCESS
spec_k8,short,1,31.578410416841507,78.77530172771337,3891.5681950747967,"[259.2745777219534, 258.619898930192, 0.049309805035591125, 0.04408322274684906, 0.04345923662185669, 258.188359439373, 259.1670844703913, 0.05015358328819275, 0.045262277126312256, 0.04392862319946289, 0.04316307604312897, 259.4750691205263, 258.46895948052406, 0.049056485295295715, 0.04489906132221222, 0.04346109926700592, 0.043375417590141296, 0.04244409501552582, 0.04293397068977356, 0.042168423533439636, 228.6662459373474, 259.60100814700127, 0.04871375858783722, 0.04428252577781677, 0.043218955397605896, 0.04308857023715973, 0.04260055720806122, 0.042574480175971985, 259.5894802361727, 0.04963576793670654, 0.045029446482658386, 258.5920076817274, 0.05056336522102356, 0.0453311949968338, 0.04423782229423523, 0.042922794818878174, 0.04676356911659241, 258.2594584673643, 259.3245096504688, 259.1026574373245, 0.05023553967475891, 0.044887885451316833, 259.83948446810246, 0.05011633038520813, 0.0449400395154953, 0.044442713260650635, 0.043120235204696655, 0.04263967275619507, 262.28393986821175]",12.848290841537981,,3928.515625,0.3,SUCCESS
spec_k8,short,2,33.001117408275604,105.17311225436171,5186.483617872,"[258.7857600301504, 0.050537288188934326, 0.046135857701301575, 0.043138861656188965, 0.04306808114051819, 258.6453761905432, 258.6875092238188, 258.99151153862476, 259.71619598567486, 0.04936009645462036, 0.044483691453933716, 0.043082982301712036, 0.04293210804462433, 0.042516738176345825, 0.04206225275993347, 0.04188902676105499, 229.0478926151991, 0.05005858838558197, 0.045068562030792236, 0.04383176565170288, 0.04347600042819977, 258.37887823581696, 0.049581751227378845, 258.43218341469765, 258.84747691452503, 0.04860013723373413, 259.0154968202114, 0.06981566548347473, 0.04499591886997223, 258.6559634655714, 0.050457194447517395, 258.45082476735115, 0.04988722503185272, 260.73865592479706, 0.051295384764671326, 0.04593469202518463, 0.043665990233421326, 0.04350021481513977, 0.04263967275619507, 259.3254428356886, 258.42515379190445, 258.9902747422457, 260.3223640471697, 0.05193054676055908, 259.7568929195404, 0.05184300243854523, 259.6692703664303, 0.05120225250720978, 259.232385084033]",9.640443060054409,,3928.2861328125,0.19375,SUCCESS
spec_k8,medium,0,74.94287192821503,104.18655016288466,5180.083829909563,"[356.75315745174885, 0.049656257033348083, 0.0446029007434845, 296.53566889464855, 297.209519892931, 0.049948692321777344, 0.04450790584087372, 0.04352070391178131, 0.043215230107307434, 0.04244782030582428, 297.44694754481316, 0.04941225051879883, 0.04410743713378906, 296.9025932252407, 0.049950554966926575, 297.29390144348145, 0.04958547651767731, 0.04374980926513672, 0.04252232611179352, 0.042885541915893555, 0.04234910011291504, 0.04560314118862152, 0.043218955397605896, 268.99800822138786, 298.0123236775398, 0.050673261284828186, 0.04492327570915222, 0.04308484494686127, 298.2414308935404, 0.04963018000125885, 299.42101426422596, 0.049443915486335754, 299.07165840268135, 298.949021846056, 0.049408525228500366, 0.04387088119983673, 299.2719244211912, 0.048823654651641846, 299.62114430963993, 0.05138665437698364, 0.045666471123695374, 0.04328787326812744, 299.1624232381582, 0.05031563341617584, 299.8788859695196, 0.05020014941692352, 0.04466995596885681, 300.8841760456562, 0.05048885941505432]",9.652353444803794,,4135.845703125,0.25,SUCCESS
spec_k8,medium,1,74.95313882827759,92.55069931398849,4609.937405213714,"[355.5810861289501, 0.05389191210269928, 0.045843422412872314, 295.8211451768875, 0.0494588166475296, 0.04438124597072601, 0.04328787326812744, 0.04287064075469971, 0.04247203469276428, 0.04229508340358734, 297.6453434675932, 0.04960782825946808, 297.10832983255386, 0.04972517490386963, 297.0987521111965, 0.04978291690349579, 0.04461221396923065, 0.04337728023529053, 298.1165945529938, 298.04050736129284, 0.05031749606132507, 0.045103952288627625, 0.043239444494247437, 0.04379451274871826, 298.0808448046446, 0.05113333463668823, 0.045632943511009216, 0.043934211134910583, 0.04328042268753052, 0.04328228533267975, 0.04332512617111206, 299.17206801474094, 298.9070490002632, 0.049388036131858826, 298.9474907517433, 0.0491999089717865, 0.044075772166252136, 0.04250556230545044, 0.042907893657684326, 0.042747706174850464, 0.042807310819625854, 299.3926163762808, 0.04976056516170502, 0.04445202648639679, 300.16555078327656, 0.04977919161319733, 0.04464574158191681, 299.43419247865677, 299.91577565670013]",10.84613425411186,,4135.859375,0.2916666666666667,SUCCESS
spec_k8,medium,2,74.95282217860222,115.80237871682158,5749.269379302859,"[357.09773749113083, 295.9287352859974, 0.05250610411167145, 0.04545971751213074, 0.04378706216812134, 0.043721869587898254, 296.68908193707466, 0.04945509135723114, 0.04467368125915527, 0.04423968493938446, 0.04273653030395508, 0.042421743273735046, 0.042671337723731995, 0.04287995398044586, 268.1986354291439, 0.049483031034469604, 298.0264946818352, 0.05120411515235901, 298.049945384264, 297.9431748390198, 0.04950724542140961, 0.044498592615127563, 0.05252473056316376, 0.043958425521850586, 0.04357099533081055, 0.04281848669052124, 0.04298985004425049, 269.11493577063084, 0.048508867621421814, 298.09130914509296, 299.02380146086216, 300.27035251259804, 298.8460324704647, 298.2857432216406, 0.049641355872154236, 299.86513406038284, 299.1739083081484, 0.052385032176971436, 0.04492513835430145, 0.043744221329689026, 298.9401426166296, 0.0500362366437912, 0.04490651190280914, 0.043530017137527466, 299.8230792582035, 300.18204264342785, 0.04953891038894653, 299.37403090298176, 0.049915164709091187]",8.696757222752165,,4135.859375,0.21710526315789475,SUCCESS
spec_k8,long,0,561.4672340452671,275.3223948256702,14052.264580503106,"[1483.7692938745022, 0.04978477954864502, 0.04453025758266449, 0.04264898598194122, 994.9153605848551, 0.049972906708717346, 0.044757500290870667, 0.04435516893863678, 995.8683419972658, 0.04966370761394501, 0.04409626126289368, 0.043859705328941345, 997.3712041974068, 0.05010142922401428, 0.04762783646583557, 999.52307716012, 0.04914402961730957, 997.3463490605354, 0.05036406219005585, 0.04910118877887726, 0.04345923662185669, 0.04225410521030426, 999.2987643927336, 0.05018152296543121, 0.04412233829498291, 0.04276260733604431, 1001.0761860758066, 0.04832819104194641, 0.044422224164009094, 0.04376843571662903, 1001.7364546656609, 0.0493805855512619, 0.04420429468154907, 1003.7346296012402, 0.049307942390441895, 1003.9116982370615, 1003.7433728575706, 0.0502467155456543, 0.04403106868267059, 0.04269927740097046, 0.04395283758640289, 0.042768195271492004, 0.04251301288604736, 0.04178658127784729, 1006.8502072244883, 0.05029141902923584, 0.04524551331996918, 0.04361942410469055, 0.04305317997932434]",3.5581453589603473,,6177.3291015625,0.3557692307692308,SUCCESS
spec_k8,long,1,561.9669444859028,294.64276363046804,14999.462362378836,"[1485.8804792165756, 0.05073286592960358, 0.045336782932281494, 0.04314258694648743, 0.0425390899181366, 995.3739307820797, 0.04943832755088806, 996.5172242373228, 996.5067356824875, 996.3092990219593, 0.04988163709640503, 997.462023049593, 0.050067901611328125, 998.3417727053165, 0.050883740186691284, 0.045005232095718384, 0.043898820877075195, 0.04365108907222748, 0.04226900637149811, 0.04271604120731354, 0.04250369966030121, 971.1713045835495, 0.05318969488143921, 0.045886263251304626, 1001.6924273222685, 1003.013139590621, 0.05017034709453583, 0.04437007009983063, 0.042751431465148926, 0.043701380491256714, 0.04255026578903198, 0.047635287046432495, 0.04359707236289978, 973.3410086482763, 0.0505838543176651, 0.04399940371513367, 0.04289671778678894, 0.042557716369628906, 1005.3889099508524, 0.05431659519672394, 0.045768916606903076, 1006.9536026567221, 0.050008296966552734, 0.044679269194602966, 0.043818727135658264, 0.04300661385059357, 0.042358413338661194, 0.0425092875957489, 1007.9411379992962]",3.333452812642697,,6188.70849609375,0.3392857142857143,SUCCESS
spec_k8,long,2,561.1491408199072,275.32046801429624,14051.852073520422,"[1486.2474277615547, 0.049736350774765015, 0.04542805254459381, 995.4671673476696, 995.4528957605362, 0.04974566400051117, 0.043759122490882874, 0.043859705328941345, 0.04341639578342438, 998.24458360672, 0.04968792200088501, 0.045005232095718384, 0.04307553172111511, 0.04236958920955658, 0.04343874752521515, 0.04334375262260437, 0.0427979975938797, 970.659714192152, 0.05068257451057434, 0.0454094260931015, 0.0430569052696228, 0.04328601062297821, 0.042829662561416626, 0.04343874752521515, 1002.4139601737261, 0.05036778748035431, 0.045243650674819946, 0.04482083022594452, 1003.175662830472, 0.049524009227752686, 1003.6747250705957, 1006.1182044446468, 0.049659982323646545, 0.04422292113304138, 0.04355236887931824, 0.0435318797826767, 1005.334747955203, 0.05046837031841278, 0.044655054807662964, 1008.420804515481, 1006.6504925489426, 1007.2094313800335, 0.049661844968795776, 0.04458799958229065, 0.04306994378566742, 0.04402734339237213, 0.04275701940059662, 0.04594586789608002, 0.042650848627090454]",3.5582498120814234,,6181.01708984375,0.36538461538461536,SUCCESS
